psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1,pial2,pial3,pial4a,pial4b,pial4c,pial4d,pial4e,pial4f,pial5a,pial5b,pial5c,pial6a,pial6b,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
200857,2,101312,18101,18,2,1,R,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2, , ,1,5,1,2,2,22,5,2,1,99,1,3,1,1,47553,2,2,5.05263157894737,1.18814585346619
200864,2,101312,45083,45,3,3,U,8,2,2,2, , , , , , , , , , , , , ,2,1,3,1,2,31,2,2,2,1,3,4,9,8,29306,3,3,12.5789473684211,2.95798811435855
200870,2,101312,34003,34,1,5,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,1,29,6,2,1,6,1,1, ,2,07020,3,3,6.36842105263158,1.49755883613968
200875,2,101312,24021,24,3,3,U,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1, , ,2,1,3,2,1,67,4,2,1,6,1,3,1,2,21702,3,3,3.15789473684211,.742591158416372
200876,2,101312,42039,42,1,1,R,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2, , ,2,2,1,2,1,28,6,2,1,7,1,5,2,4,16335,3,3,3.8421052631579,.903485909406585
200882,2,101312,26099,26,2,4,S,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2, , ,1,2,1,2,2,46,8,9,9,6,1,3,9,3,48026,2,2,4.68421052631579,1.10151021831762
200884,2,101312,26057,26,2,1,R,1,2,2,2, , , , , , , , , , , , , ,2,1,3,2,1,66,4,2,5,3,1,3,9,3,48801,3,3,2.73684210526316,.643579003960855
200888,2,101312,26125,26,2,4,S,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2, , ,1,3,2,2,2,19,4,2,1,8,1,1, ,3,48375,2,2,6.52631578947368,1.5346883940605
200899,2,101312,20061,20,2,1,R,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2, , ,2,2,3,1,2,42,3,1,4,6,3,3,9,3,66442,3,3,10.6315789473684,2.50005690000178
200900,2,101312,37183,37,3,4,U,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,1,2,34,6,1,6,4,1,1, ,3,27545,3,3,6.89473684210526,1.62132402920908
200903,2,101312,42097,42,1,2,R,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2, , ,1,2,1,2,2,63,8,2,1,5,1,1, ,2,17851,2,2,2.10526315789474,.495060772277581
200905,2,101312,12031,12,3,4,U,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2, , ,1,1,1,1,2,42,3,2,1,7,1,1, ,2,32225,2,2,2.94736842105263,.693085081188613
200911,2,101312,18139,18,2,1,R,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2, , ,1,3,3,2,1,61,3,2,1,6,1,4,9,3,46104,2,2,4.26315789473684,1.0024980638621
200927,2,101312,18039,18,2,3,U,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2, , ,1,1,3,2,1,99,6,2,1,2,1,3,1,2,46514,2,2,1.05263157894737,.24753038613879
200929,2,101312,34019,34,1,2,S,4,2,2,2, , , , , , , , , , , , , ,1,2,3,2,1,51,3,2,1,7,3,4,9,9,08827,2,2,5.36842105263158,1.26240496930783
200930,2,101312,12011,12,3,4,U,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2, , ,2,1,1,2,2,27,6,2,1,99,1,2, ,4,33020,3,3,4.94736842105263,1.16339281485232
200933,2,101312,36027,36,1,3,S,3,1,1,1,2,2,2,2,1,1,2,2,1,2,2, , ,1,3,1,2,1,29,3,1,1,2,1,3,1,3,12533,2,2,5.52631578947368,1.29953452722865
200944,2,101412,36047,36,1,5,U,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,3,1,1,31,3,1,1,1,1,3,2,3,11207,3,3,11.3157894736842,2.660951650992
200951,2,101312,23007,23,1,1,R,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1, , ,2,1,3,2,1,54,4,2,1,2,1,2, ,1,04938,3,3,3.68421052631579,.866356351485767
200960,2,101312,9003,9,1,4,U,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,2,58,3,2,1,7,1,2, ,3,06040,2,2,4.26315789473684,1.0024980638621
200964,2,101312,45019,45,3,3,U,3,2,2,2, , , , , , , , , , , , , ,2,2,3,2,1,25,3,2,1,2,2,3,1,3,29414,3,3,5.26315789473684,1.23765193069395
200967,2,101312,34005,34,1,3,S,3,1,1,1,1,2,1,2,2,2,2,2,1,2,2, , ,2,2,1,2,2,49,4,2,1,4,1,9,9,8,08562,3,3,6.57894736842105,1.54706491336744
200969,2,101312,26045,26,2,2,S,3,1,1,2,2,1,1,2,1,1,2,2,1,2,1, , ,2,1,3,2,1,23,3,2,3,1,3,3,2,4,28825,3,3,3.26315789473684,.76734419703025
200970,2,101312,13051,13,3,3,U,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2, , ,1,3,1,1,1,43,5,2,2,8,1,3,2,3,31322,2,2,6.05263157894737,1.42329972029805
200975,2,101312,24001,24,3,2,S,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2, , ,1,6,1,1,1,42,5,2,1,7,1,1, ,3,21502,2,2,4.21052631578947,.990121544555162
200981,2,101412,26081,26,2,3,S,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2, , ,2,2,1,1,1,40,2,2,1,3,3,3,1,2,49548,3,3,12.5789473684211,2.95798811435855
200982,2,101312,13293,13,3,1,R,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,1,52,3,2,2,6,1,2, ,2,30286,3,3,6.89473684210526,1.62132402920908
200987,2,101312,51590,51,3,4,U,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2, , ,2,4,3,1,1,35,5,2,5,9,1,3,1,3,24541,3,3,6.8421052631579,1.60894750990214
200989,2,101312,13057,13,3,3,S,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1, , ,1,2,3,2,1,72,6,2,1,6,1,1, ,2,30114,2,2,1.63157894736842,.383672098515125
200990,2,101312,51107,51,3,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,4,1,2,2,48,8,2,1,6,3,2, ,4,20152,2,2,3.31578947368421,.77972071633719
201006,2,101312,39095,39,2,4,U,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2, , ,1,3,1,1,2,29,6,2,1,5,1,2, ,5,43620,2,2,4.47368421052632,1.05200414108986
201007,2,101312,42055,42,1,2,R,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,28,3,2,1,99,3,3,9,8,17202,3,3,6.42105263157895,1.50993535544662
201012,2,101312,40153,40,3,1,R,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2, , ,2,1,1,2,1,26,6,2,1,6,1,2, ,3,73801,3,3,2.63157894736842,.618825965346976
201014,2,101312,45067,45,3,1,R,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2, , ,2,2,3,2,2,46,3,2,1,1,3,2, ,3,29574,3,3,7.31578947368421,1.72033618366459
201017,2,101312,48091,48,3,2,S,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2, , ,2,2,2,1,2,35,6,2,1,6,1,3,2,3,78130,3,3,5.42105263157895,1.27478148861477
201026,2,101312,55079,55,2,5,U,3,1,1,1,1,1,2,2,2,1,1,1,1,2,2, , ,1,2,1,2,2,35,8,2,1,9,1,1, ,2,53209,2,2,4.47368421052632,1.05200414108986
201028,2,101312,48409,48,3,1,S,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,1,2,49,6,1,1,2,2,2, ,2,78368,3,3,4.42105263157895,1.03962762178292
201033,2,101312,12069,12,3,2,S,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2, , ,1,2,3,2,2,65,5,2,1,7,1,1, ,2,34711,2,2,2.15789473684211,.50743729158452
201042,2,101312,51550,51,3,3,S,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2, , ,1,2,1,1,1,48,6,2,9,99,9,3,1,2,23321,2,2,3.63157894736842,.853979832178827
201044,2,101312,42003,42,1,4,U,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,2,68,3,2,1,3,1,1, ,1,15106,2,2,3.31578947368421,.77972071633719
201047,2,101312,29189,29,2,4,S,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,1,1,2,2,64,8,2,1,8,1,3,1,3,63021,2,2,1,.235153866831851
201064,2,101312,17031,17,2,5,U,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1, , ,2,2,1,2,1,45,5,1,6,5,1,3,1,1,60660,3,3,10,2.35153866831851
201079,2,101312,29213,29,2,1,R,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2, , ,1,2,1,1,1,48,6,2,1,3,1,2, ,5,65740,2,2,2.31578947368421,.544566849505339
201085,2,101312,48201,48,3,5,S,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2, , ,2,2,1,1,2,44,4,2,1,6,1,1, ,2,77027,3,3,7.94736842105263,1.86885441534787
201088,2,101312,21173,21,3,2,R,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1, , ,1,3,3,2,1,26,6,2,1,1,1,2, ,5,40353,2,2,2.94736842105263,.693085081188613
201091,2,101412,29219,29,2,1,S,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2, , ,2,3,1,2,1,28,6,2,1,99,1,9,9,8,63383,3,3,3.78947368421053,.891109390099646
201094,2,101312,13135,13,3,4,S,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2, , ,2,3,1,2,1,29,8,2,1,6,1,3,1,3,30046,3,3,4.73684210526316,1.11388673762456
201108,2,101312,51710,51,3,5,U,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2, , ,2,3,1,2,2,99,8,2,2,6,1,2, ,2,23502,3,3,7,1.64607706782296
201110,2,101312,39049,39,2,5,U,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2, , ,1,2,1,2,1,50,6,2,1,7,1,1, ,2,43004,2,2,3.78947368421053,.891109390099646
201114,2,101312,37019,37,3,2,S,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2, , ,1,2,2,2,2,61,3,2,1,2,1,1, ,2,28451,2,2,3.78947368421053,.891109390099646
201116,2,101312,51105,51,3,1,R,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2, , ,1,2,1,2,1,63,4,2,1,8,1,1, ,1,24263,2,2,3.10526315789474,.730214639109432
201121,2,101312,34015,34,1,4,S,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,40,3,2,1,5,1,3,2,2,08014,3,3,10,2.35153866831851
201138,2,101312,48397,48,3,3,S,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2, , ,1,2,3,2,2,53,6,2,1,9,1,3,2,3,75189,2,2,3.10526315789474,.730214639109432
201141,2,101312,17161,17,2,3,U,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2, , ,2,1,1,2,2,59,5,2,1,5,1,3,2,3,61264,3,3,3.31578947368421,.77972071633719
201143,2,101312,48201,48,3,5,S,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,2,2,64,6,2,1,9,2,2, ,3,77019,3,3,3.78947368421053,.891109390099646
201144,2,101312,36083,36,1,2,S,1,2,2,2, , , , , , , , , , , , , ,1,2,3,2,2,99,3,2,1,99,1,3,2,8,12180,2,2,4.05263157894737,.952991986634343
201148,2,101312,42111,42,1,1,R,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2, , ,2,2,1,2,1,25,6,2,1,6,1,2, ,4,15963,3,3,3.8421052631579,.903485909406585
201156,2,101312,48339,48,3,3,S,1,2,2,2, , , , , , , , , , , , , ,2,1,3,2,2,68,4,2,1,2,1,1, ,3,77316,3,3,2.47368421052632,.581696407426158
201166,2,101312,12087,12,3,1,R,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2, , ,1,2,1,2,1,59,8,2,9,9,1,3,9,3,33042,2,2,2.73684210526316,.643579003960855
201169,2,101312,51650,51,3,5,U,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1, , ,2,3,1,2,1,47,8,2,1,9,1,3,1,2,23669,3,3,6.31578947368421,1.48518231683274
201172,2,101312,42045,42,1,5,S,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2, , ,2,6,3,2,1,18,3,2,1,7,3,2, ,3,19342,3,3,6.26315789473684,1.4728057975258
201174,2,101312,13015,13,3,2,S,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1, , ,2,4,3,2,1,18,2,1,6,99,3,1, ,4,30121,3,3,12.5789473684211,2.95798811435855
201183,2,101312,17031,17,2,5,U,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,62,5,2,1,2,1,1, ,2,60641,3,3,4.52631578947368,1.0643806603968
201185,2,101312,13015,13,3,2,S,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2, , ,1,2,1,2,2,59,8,2,1,7,1,1, ,2,30178,2,2,1.84210526315789,.433178175742883
201189,2,101312,21217,21,3,1,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,1,1,2,46,6,2,1,1,1,1, ,2,42718,2,2,2.73684210526316,.643579003960855
201195,2,101312,34039,34,1,5,S,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2, , ,1,3,1,1,1,53,3,2,1,9,1,2, ,2,07208,2,2,7.31578947368421,1.72033618366459
201198,2,101312,22083,22,3,1,R,1,2,2,2, , , , , , , , , , , , , ,2,2,3,2,2,64,8,2,2,1,1,2, ,2,71269,3,3,3.52631578947368,.829226793564948
201204,2,101312,39051,39,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,1,1,1,51,4,2,1,4,1,3,1,2,43558,2,2,2.73684210526316,.643579003960855
201205,2,101412,55139,55,2,3,U,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2, , ,1,2,3,2,2,59,5,2,1,4,1,3,2,3,54956,2,2,2.68421052631579,.631202484653916
201208,2,101312,25013,25,1,3,U,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1, , ,1,2,3,1,1,21,3,1,6,99,2,2, ,3,01107,2,2,3.68421052631579,.866356351485767
201212,2,101312,42071,42,1,3,U,1,2,2,2, , , , , , , , , , , , , ,1,3,2,2,2,59,7,2,1,7,1,2, ,5,17504,2,2,2.10526315789474,.495060772277581
201220,2,101312,29077,29,2,3,U,3,1,1,1,1,2,2,1,1,2,2,2,1,2,2, , ,1,3,1,2,1,53,6,2,1,7,1,1, ,2,65738,2,2,3,.705461600495553
201226,2,101312,26075,26,2,2,S,3,1,1,1,1,1,2,1,1,1,2,2,2,2,2, , ,2,2,3,2,1,22,4,2,1,5,2,1, ,3,49201,3,3,9.42105263157895,2.21539695594217
201239,2,101312,39155,39,2,2,U,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1, , ,2,3,2,1,2,39,4,2,1,4,1,2, ,4,44484,3,3,6.94736842105263,1.63370054851602
201252,2,101312,12009,12,3,3,U,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,1,67,8,2,1,6,1,1, ,3,32940,2,2,1.63157894736842,.383672098515125
201259,2,101312,48215,48,3,3,S,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1, , ,1,2,3,2,1,68,6,2,1,6,2,3,9,3,78504,2,2,1.63157894736842,.383672098515125
201268,2,101312,39159,39,2,2,S,3,1,2,9,1,9,2,1,2,9,2,2,2,2,2, , ,2,3,3,2,1,48,3,2,1,8,1,2, ,2,43344,3,3,8.42105263157895,1.98024308911032
201269,2,101312,6071,6,4,1,S,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2, , ,2,1,1,2,1,24,6,2,1,6,3,3,9,2,92277,3,3,2.21052631578947,.51981381089146
201272,2,101312,22105,22,3,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,1,2,1,65,3,2,1,6,1,1, ,1,70444,2,2,3.57894736842105,.841603312871888
201273,2,101312,26099,26,2,4,S,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,22,4,1,6,2,3,3,2,4,48094,3,3,10.4210526315789,2.45055082277403
201277,2,101312,48201,48,3,5,S,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2, , ,2,2,1,2,2,33,8,2,3,9,3,3,2,3,77346,3,3,8.36842105263158,1.96786656980338
201285,2,101312,51023,51,3,1,S,3,2,2,2, , , , , , , , , , , , , ,2,2,1,1,1,40,5,2,1,8,1,3,1,2,24085,3,3,4.89473684210526,1.15101629554538
201291,2,101312,36087,36,1,4,S,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2, , ,1,2,9,2,2,99,8,2,1,7,1,9,2,9,10989,2,2,2.36842105263158,.556943368812279
201302,2,101312,47037,47,3,4,U,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1, , ,2,1,3,2,1,19,4,2,1,3,1,2, ,5,37216,3,3,7,1.64607706782296
201304,2,101312,40143,40,3,4,U,3,1,1,2,2,2,2,2,2,2,1,2,1,2,2, , ,2,4,3,1,2,38,2,2,2,1,1,3,1,3,74126,3,3,12.5789473684211,2.95798811435855
201313,2,101312,37021,37,3,3,U,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,3,2,1,26,3,2,1,1,1,3,9,3,28704,3,3,4.05263157894737,.952991986634343
201317,2,101312,48201,48,3,5,S,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,5,2,2,1,19,3,1,6,99,1,2, ,9,77502,3,3,7.63157894736842,1.79459529950623
201318,2,101312,48265,48,3,1,R,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2, , ,2,1,1,2,1,63,5,2,1,4,1,3,2,3,78028,3,3,3.8421052631579,.903485909406585
201319,2,101312,22103,22,3,2,S,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2, , ,1,2,3,2,2,70,4,1,1,4,1,9,9,3,70461,2,2,2.94736842105263,.693085081188613
201345,2,101312,19163,19,2,3,S,1,2,2,2, , , , , , , , , , , , , ,1,2,3,2,2,66,3,2,1,4,1,3,9,3,52806,2,2,2.8421052631579,.668332042574734
201362,2,101312,39065,39,2,1,R,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2, , ,1,5,3,1,2,54,5,2,1,3,1,3,1,3,43326,2,2,3.26315789473684,.76734419703025
201370,2,101312,53033,53,4,4,S,3,1,1,1,1,2,2,2,2,1,1,2,2,2,1, , ,2,4,1,2,1,35,8,2,1,3,2,2, ,3,98146,3,3,6.8421052631579,1.60894750990214
201372,2,101412,13245,13,3,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,1,3,2,2,74,6,2,9,2,1,2, ,3,30906,2,2,1,.235153866831851
201373,2,101312,42101,42,1,5,U,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1, , ,1,2,1,1,2,47,8,2,1,7,1,2, ,3,19142,2,2,4.8421052631579,1.13863977623844
201386,2,101312,6059,6,4,5,S,1,2,2,2, , , , , , , , , , , , , ,2,3,1,1,1,55,3,2,1,7,1,3,2,3,92657,3,3,12.5789473684211,2.95798811435855
201389,2,101312,6037,6,4,5,U,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1, , ,2,2,1,2,1,18,3,2,2,3,1,2, ,3,90325,3,3,9.36842105263158,2.20302043663524
201392,2,101312,12011,12,3,4,U,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2, , ,1,2,1,2,2,47,5,2,1,8,1,3,1,1,33327,2,2,3.8421052631579,.903485909406585
201395,2,101312,13151,13,3,3,S,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,1,85,1,2,1,9,1,1, ,2,30252,2,2,7.10526315789474,1.67083010643684
201399,2,101312,48339,48,3,3,S,3,1,1,1,1,2,2,1,2,1,2,2,2,2,1, , ,1,3,1,1,1,48,5,1,6,8,1,1, ,3,77384,2,2,4.68421052631579,1.10151021831762
201404,2,101312,47037,47,3,4,U,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1, , ,1,2,3,2,1,72,4,2,1,3,1,1, ,2,37216,2,2,2.68421052631579,.631202484653916
201417,2,101312,39165,39,2,3,S,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1, , ,1,4,1,2,1,29,3,2,1,3,1,1, ,3,45040,2,2,3.63157894736842,.853979832178827
201428,2,101312,53033,53,4,4,S,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1, , ,2,2,1,2,2,45,3,2,1,8,1,3,1,4,98022,3,3,11.2631578947368,2.64857513168506
201430,2,101312,53061,53,4,2,S,1,2,2,2, , , , , , , , , , , , , ,2,1,1,2,2,54,5,2,1,5,1,3,9,3,98270,3,3,5.63157894736842,1.32428756584253
201432,2,101312,6037,6,4,5,U,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2, , ,2,3,3,1,2,36,2,1,1,2,3,2, ,2,90280,3,3,12.5789473684211,2.95798811435855
201443,2,101312,42017,42,1,4,S,3,1,1,1,2,2,2,2,2,1,2,2,2,2,2, , ,1,4,3,2,2,23,4,2,1,99,2,3,9,3,19067,2,2,7.15789473684211,1.68320662574378
201457,2,101312,6065,6,4,2,S,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2, , ,1,2,3,2,2,58,4,2,2,6,1,2, ,4,92553,2,2,5.05263157894737,1.18814585346619
201459,2,101312,19153,19,2,3,S,1,1,1,2,1,1,8,1,1,1,2,2,2,1,8, , ,1,4,3,1,1,70,6,2,3,2,9,2, ,8,50009,2,2,1.84210526315789,.433178175742883
201461,2,101312,13089,13,3,5,S,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2, , ,2,2,3,2,2,18,4,2,2,2,1,2, ,3,30032,3,3,12.5789473684211,2.95798811435855
201463,2,101312,6085,6,4,4,U,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2, , ,2,2,1,2,1,28,4,2,1,5,1,3,2,5,95051,3,3,12.5789473684211,2.95798811435855
201468,2,101312,26125,26,2,4,S,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2, , ,1,1,1,1,2,38,6,2,2,6,1,2, ,4,48033,2,2,2.68421052631579,.631202484653916
201472,2,101312,25017,25,1,4,U,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2, , ,2,3,1,2,2,28,4,2,1,6,3,3,2,4,02453,3,3,12.5789473684211,2.95798811435855
201474,2,101312,41051,41,4,4,U,3,1,1,1,2,2,2,2,2,2,1,2,1,2,2, , ,2,2,3,2,1,48,3,1,1,2,3,2, ,3,97220,3,3,12.4736842105263,2.93323507574467
201476,2,101312,13151,13,3,3,S,3,1,1,2,1,2,2,1,1,2,1,2,1,2,2, , ,2,1,1,1,2,25,3,2,1,3,2,3,2,4,30281,3,3,6.42105263157895,1.50993535544662
201477,2,101312,36047,36,1,5,U,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2, , ,1,2,1,2,1,23,6,2,1,5,1,3,2,5,11215,2,2,2.8421052631579,.668332042574734
201487,2,101312,48209,48,3,2,S,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2, , ,1,1,1,2,2,62,4,2,1,5,1,2, ,5,78666,2,2,1.36842105263158,.321789501980428
201491,2,101312,17119,17,2,3,S,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1, , ,1,2,3,2,2,64,8,2,1,7,1,3,1,2,62058,2,2,1.78947368421053,.420801656435944
201493,2,101312,47119,47,3,2,R,1,2,2,2, , , , , , , , , , , , , ,1,2,3,2,2,70,6,2,1,5,1,2, ,3,38401,2,2,1.42105263157895,.334166021287367
201501,2,101312,17107,17,2,1,R,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1, , ,1,1,1,2,1,59,8,2,1,8,1,3,1,1,62656,2,2,1.05263157894737,.24753038613879
201509,2,101312,1103,1,3,2,U,3,1,1,1,2,1,2,2,2,2,1,1,1,2,1, , ,2,1,1,1,2,38,3,2,1,5,3,4,9,2,35640,3,3,7.36842105263158,1.73271270297153
201518,2,101312,51840,51,3,5,S,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2, , ,2,2,1,2,2,55,8,2,2,5,1,2, ,3,22601,3,3,5.8421052631579,1.37379364307029
201523,2,101312,6059,6,4,5,S,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2, , ,1,2,3,2,2,62,5,2,1,4,1,1, ,1,92637,2,2,4.21052631578947,.990121544555162
201528,2,101312,6037,6,4,5,U,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1, , ,2,2,1,1,1,31,3,2,3,7,1,2, ,3,90034,3,3,8.68421052631579,2.04212568564502
201545,2,101312,48003,48,3,1,R,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1, , ,2,1,2,2,2,18,4,1,1,6,1,2, ,3,79714,3,3,7.73684210526316,1.81934833812011
201549,2,101312,41051,41,4,4,U,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1, , ,1,2,2,2,2,55,8,2,1,7,1,2, ,4,97233,2,2,2.21052631578947,.51981381089146
201558,2,101312,48113,48,3,5,U,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1, , ,1,3,2,2,1,23,3,2,2,2,1,2, ,3,75212,2,2,5.26315789473684,1.23765193069395
201563,2,101312,6019,6,4,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,1,1,1,54,5,9,1,6,1,9,9,3,93711,2,2,4.31578947368421,1.01487458316904
201564,2,101312,6111,6,4,3,S,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2, , ,1,2,3,2,1,18,4,2,1,3,1,2, ,3,91361,2,2,6.26315789473684,1.4728057975258
201567,2,101312,1083,1,3,2,S,3,2,2,2, , , , , , , , , , , , , ,2,1,1,2,1,55,2,2,1,2,3,3,9,4,35647,3,3,12.5789473684211,2.95798811435855
201568,2,101312,53007,53,4,1,R,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2, , ,1,1,1,1,2,36,3,2,1,3,1,3,9,2,98816,2,2,2.73684210526316,.643579003960855
201572,2,101312,6073,6,4,3,S,3,1,2,1,2,1,1,2,2,1,1,2,2,2,2, , ,1,4,1,2,1,20,3,1,6,3,1,2, ,4,92051,2,2,4.10526315789474,.965368505941283
201573,2,101312,6085,6,4,4,U,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , ,1,2,1,1,1,41,6,2,1,9,1,2, ,3,94087,2,2,3.94736842105263,.928238948020464
201576,2,101312,12071,12,3,3,S,3,1,1,1,2,2,1,2,2,1,2,2,2,2,2, , ,1,1,3,2,1,53,4,2,5,2,1,1, ,2,33972,2,2,1.57894736842105,.371295579208186
201582,2,101312,45015,45,3,2,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,2,2,1,65,4,2,1,6,1,3,1,2,29461,2,2,2.68421052631579,.631202484653916
201591,2,101312,32003,32,4,2,S,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2, , ,2,1,1,1,1,44,4,2,1,4,1,3,1,2,89144,3,3,5.78947368421053,1.36141712376335
201593,2,101312,40127,40,3,1,R,1,2,2,2, , , , , , , , , , , , , ,1,1,3,2,2,72,6,2,5,8,1,2, ,4,74574,2,2,1,.235153866831851
201596,2,101312,41051,41,4,4,U,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1, , ,1,2,3,2,1,26,6,2,1,7,1,3,2,4,97212,2,2,3.26315789473684,.76734419703025
